"Geschäft";"Geschäfts ID";"Datum";"Währung";"MwSt";"Umsatz ohne Steuer";"Umsatz inkl. Steuer";"Rückerstattet (ohne Steuer)";"Rückerstattet ( inkl. Steuer)";"MwSt-Betrag"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-01";"EUR";"0,00";"141,16";"141,16";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-01";"EUR";"0,07";"141,31";"151,22";"0,00";"0,00";"9,91"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-01";"EUR";"0,19";"77,30";"92,00";"0,00";"0,00";"14,70"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-02";"EUR";"0,00";"128,33";"128,33";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-02";"EUR";"0,07";"221,36";"236,88";"0,00";"0,00";"15,52"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-02";"EUR";"0,19";"65,70";"78,20";"0,00";"0,00";"12,50"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-03";"EUR";"0,00";"95,41";"95,41";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-03";"EUR";"0,07";"417,15";"446,37";"2,34";"2,50";"29,06"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-03";"EUR";"0,19";"73,51";"87,50";"0,00";"0,00";"13,99"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-04";"EUR";"0,00";"149,56";"149,56";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-04";"EUR";"0,07";"577,82";"618,40";"0,00";"0,00";"40,58"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-04";"EUR";"0,19";"94,33";"112,30";"0,00";"0,00";"17,97"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-05";"EUR";"0,00";"291,84";"291,84";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-05";"EUR";"0,07";"859,54";"919,62";"2,52";"2,70";"59,90"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-05";"EUR";"0,19";"183,80";"218,76";"0,00";"0,00";"34,96"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-06";"EUR";"0,00";"59,80";"59,80";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-06";"EUR";"0,07";"629,50";"673,54";"0,00";"0,00";"44,04"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-06";"EUR";"0,19";"173,55";"206,55";"0,00";"0,00";"33,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-07";"EUR";"0,00";"9,50";"9,50";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-07";"EUR";"0,07";"362,68";"388,05";"0,00";"0,00";"25,37"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-07";"EUR";"0,19";"75,56";"89,93";"0,00";"0,00";"14,37"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-08";"EUR";"0,00";"19,10";"19,10";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-08";"EUR";"0,07";"446,10";"477,30";"0,00";"0,00";"31,20"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-08";"EUR";"0,19";"92,91";"110,60";"0,00";"0,00";"17,69"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-09";"EUR";"0,00";"36,90";"36,90";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-09";"EUR";"0,07";"458,74";"490,93";"0,00";"0,00";"32,19"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-09";"EUR";"0,19";"64,22";"76,42";"0,00";"0,00";"12,20"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-10";"EUR";"0,00";"207,72";"207,72";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-10";"EUR";"0,07";"483,37";"517,26";"0,00";"0,00";"33,89"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-10";"EUR";"0,19";"107,54";"128,00";"2,94";"3,50";"19,90"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-11";"EUR";"0,00";"151,10";"151,10";"9,00";"9,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-11";"EUR";"0,07";"538,79";"576,70";"0,00";"0,00";"37,91"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-11";"EUR";"0,19";"144,20";"171,63";"0,00";"0,00";"27,43"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-12";"EUR";"0,00";"241,80";"241,80";"8,40";"8,40";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-12";"EUR";"0,07";"764,83";"818,44";"11,78";"12,60";"52,79"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-12";"EUR";"0,19";"283,14";"337,00";"6,56";"7,80";"52,62"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-13";"EUR";"0,00";"252,70";"252,70";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-13";"EUR";"0,07";"571,59";"611,60";"0,00";"0,00";"40,01"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-13";"EUR";"0,19";"146,02";"173,80";"0,00";"0,00";"27,78"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-14";"EUR";"0,00";"100,74";"100,74";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-14";"EUR";"0,07";"404,11";"432,50";"0,00";"0,00";"28,39"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-14";"EUR";"0,19";"91,91";"109,40";"0,00";"0,00";"17,49"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-15";"EUR";"0,00";"127,19";"127,19";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-15";"EUR";"0,07";"373,88";"400,07";"0,00";"0,00";"26,19"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-15";"EUR";"0,19";"96,02";"114,29";"0,00";"0,00";"18,27"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-16";"EUR";"0,00";"48,50";"48,50";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-16";"EUR";"0,07";"584,93";"625,98";"0,00";"0,00";"41,05"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-16";"EUR";"0,19";"74,45";"88,61";"0,00";"0,00";"14,16"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-17";"EUR";"0,00";"94,06";"94,06";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-17";"EUR";"0,07";"575,30";"615,66";"14,24";"16,50";"38,10"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-17";"EUR";"0,19";"123,26";"146,70";"0,00";"0,00";"23,44"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-18";"EUR";"0,00";"143,82";"143,82";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-18";"EUR";"0,07";"669,40";"716,35";"0,00";"0,00";"46,95"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-18";"EUR";"0,19";"114,43";"136,20";"0,00";"0,00";"21,77"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-19";"EUR";"0,00";"385,80";"385,80";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-19";"EUR";"0,07";"892,80";"955,38";"0,00";"0,00";"62,58"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-19";"EUR";"0,19";"231,71";"275,80";"0,00";"0,00";"44,09"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-20";"EUR";"0,00";"153,08";"153,08";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-20";"EUR";"0,07";"504,60";"539,89";"0,00";"0,00";"35,29"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-20";"EUR";"0,19";"198,94";"236,80";"0,00";"0,00";"37,86"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-21";"EUR";"0,00";"73,40";"73,40";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-21";"EUR";"0,07";"403,61";"431,91";"0,00";"0,00";"28,30"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-21";"EUR";"0,19";"82,52";"98,23";"0,00";"0,00";"15,71"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-22";"EUR";"0,00";"49,60";"49,60";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-22";"EUR";"0,07";"327,09";"350,00";"0,00";"0,00";"22,91"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-22";"EUR";"0,19";"88,30";"105,10";"0,00";"0,00";"16,80"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-23";"EUR";"0,00";"108,89";"108,89";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-23";"EUR";"0,07";"658,43";"704,54";"0,00";"0,00";"46,11"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-23";"EUR";"0,19";"69,99";"83,30";"0,00";"0,00";"13,31"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-24";"EUR";"0,00";"48,90";"48,90";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-24";"EUR";"0,07";"502,11";"537,30";"0,00";"0,00";"35,19"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-24";"EUR";"0,19";"116,94";"139,17";"0,00";"0,00";"22,23"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-25";"EUR";"0,00";"77,60";"77,60";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-25";"EUR";"0,07";"597,08";"638,98";"9,53";"10,20";"41,23"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-25";"EUR";"0,19";"173,83";"206,90";"0,00";"0,00";"33,07"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-26";"EUR";"0,00";"221,50";"221,50";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-26";"EUR";"0,07";"910,65";"974,40";"3,08";"3,30";"63,53"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-26";"EUR";"0,19";"361,46";"430,19";"0,00";"0,00";"68,73"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-27";"EUR";"0,00";"126,50";"126,50";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-27";"EUR";"0,07";"738,18";"789,88";"0,00";"0,00";"51,70"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-27";"EUR";"0,19";"113,38";"134,95";"0,00";"0,00";"21,57"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-28";"EUR";"0,00";"29,90";"29,90";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-28";"EUR";"0,07";"437,46";"468,11";"0,00";"0,00";"30,65"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-28";"EUR";"0,19";"67,96";"80,90";"0,00";"0,00";"12,94"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-29";"EUR";"0,00";"53,30";"53,30";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-29";"EUR";"0,07";"567,25";"607,01";"0,00";"0,00";"39,76"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-29";"EUR";"0,19";"127,15";"151,35";"0,00";"0,00";"24,20"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-30";"EUR";"0,00";"34,82";"34,82";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-30";"EUR";"0,07";"582,33";"623,20";"0,00";"0,00";"40,87"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-30";"EUR";"0,19";"117,51";"139,82";"4,12";"4,90";"21,53"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-31";"EUR";"0,00";"96,70";"96,70";"0,00";"0,00";"0,00"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-31";"EUR";"0,07";"628,09";"672,10";"0,00";"0,00";"44,01"
"Suedseite - Coffee Roasters & Bakery";"56297";"2025-07-31";"EUR";"0,19";"112,56";"133,98";"0,00";"0,00";"21,42"